"title","authors","pages","date","article_url","issue_url"
"THE SPREAD OF HARMFUL AUTOSOMAL RECESSIVE GENES IN HUMAN POPULATIONS","J. B. S. HALDANE F.R.S.,","p. 232-237","August 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02210.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/3"
"THE SAMPLING DISTRIBUTION OF SOME STATISTICS OBTAINED FROM NON-LINEAR EQUATIONS","R. A. FISHER,","p. 238-249","August 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02211.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/3"
"ON THE DISTRIBUTION OF ROOTS OF CERTAIN DETERMINANTAL EQUATIONS","P. L. HSU,","p. 250-258","August 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02212.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/3"
"FURTHER STUDIES OF POLLEN-TUBE COMPETITION IN PRIMULA SINENSIS","G. H. BEALE,","p. 259-268","August 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02213.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/3"
"THE 7 × 7 SQUARES","H. W. NORTON,","p. 269-307","August 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02214.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/3"
"Reviews","","p. 308-313","August 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02215.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/3"
"SOLUTION TO A GEOMETRICAL PROBLEM IN PROBABILITY","W. L. STEVENS,","p. 315-320","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02216.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"INBREEDING IN MENDELIAN POPULATIONS WITH SPECIAL REFERENCE TO HUMAN COUSIN MARRIAGE","J. B. S. HALDANE,, PEARL MOSHINSKY,","p. 321-340","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02217.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"THE ESTIMATION OF ROTHAMSTED TEMPERATURE FROM THE TEMPERATURE OF OXFORD AND GREENWICH","D. A. BOYD,","p. 341-352","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02218.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"ON THE CONSTRUCTION OF BALANCED INCOMPLETE BLOCK DESIGNS","R. C. BOSE,","p. 353-399","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02219.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"THE EQUILIBRIUM BETWEEN MUTATION AND RANDOM EXTINCTION","J. B. S. HALDANE,","p. 400-405","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02220.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"STAGE OF DEVELOPMENT AS A FACTOR INFLUENCING THE VARIANCE IN THE NUMBER OF OFFSPRING, FREQUENCY OF MUTANTS AND RELATED QUANTITIES","R. A. FISHER,","p. 406-408","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02221.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"THE DISTRIBUTIONS IN THE A1A2BO BLOOD GROUPS IN ENGLAND","ELIZABETH W. IKIN,, AILEEN M. PRIOR,, R. R. RACE,, G. L. TAYLOR,","p. 409-411","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02222.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"Reviews","","p. 412-414","December 1939","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1939.tb02223.x","https://onlinelibrary.wiley.com/toc/20501439/1939/9/4"
"A PEDIGREE OF BLUE SCLEROTICS, BRITTLE BONES, AND DEAFNESS, WITH COLOUR BLINDNESS","W. J. B. RIDDELL,","p. 1-13","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02232.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"ON THE SIMILARITY OF THE DISTRIBUTIONS FOUND FOR THE TEST OF SIGNIFICANCE IN HARMONIC ANALYSIS, AND IN STEVENS'S PROBLEM IN GEOMETRICAL PROBABILITY","R. A. FISHER,","p. 14-17","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02233.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"A STATISTICAL STUDY OF THE HEALTH OF THE LONDON SCHOOL CHILD","W. J. MARTIN,","p. 18-41","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02234.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE RELATIVE IMPORTANCE OF HEREDITARY AND NON-HEREDITARY FACTORS IN DETERMINING THE HETEROGENEITY OF A GENERATION","C. GINI,","p. 42-47","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02235.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"NOTE ON THE BEHRENS-FISHER FORMULA","HAROLD JEFFREYS,","p. 48-51","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02236.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"AN EXAMINATION OF THE DIFFERENT POSSIBLE SOLUTIONS OF A PROBLEM IN INCOMPLETE BLOCKS","R. A. FISHER,","p. 52-75","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02237.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"A STATISTICAL STUDY OF QUANTITATIVE INHERITANCE","V. G. PANSE,","p. 76-105","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02238.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"SOME PROPERTIES OF k-STATISTICS","M. G. KENDALL,","p. 106-111","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02239.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE ESTIMATION OF MISSING VALUES IN INCOMPLETE RANDOMIZED BLOCK EXPERIMENTS","E. A. CORNISH,","p. 112-118","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02240.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"Reviews","","p. 119-122","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02241.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE QUANTITATIVE STUDY OF POPULATIONS IN THE LEPIDOPTERA I. POLYOMMATUS ICARUS ROTT","W. H. DOWDESWELL,, R. A. FISHER F.R.S.,, E. B. FORD,","p. 123-136","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02242.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE ESTIMATION OF MISSING VALUES IN QUASI-FACTORIAL DESIGNS","E. A. CORNISH,","p. 137-143","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02243.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"ANALYSIS OF PETAL SIZE IN AN OENOTHERA HYBRID","JOYCE PEASE,","p. 144-159","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02244.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE ESTIMATION OF THE PROPORTION OF RECESSIVES FROM TESTS CARRIED OUT ON A SAMPLE NOT WHOLLY UNRELATED","R. A. FISHER,","p. 160-170","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02245.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE DETECTION OF LINKAGE","D. J. FINNEY B.A.,","p. 171-214","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02246.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"PROOF OF FISHER'S RULES FOR ASCERTAINING THE SAMPLING SEMI-INVARIANTS OF k-STATISTICS","M. G. KENDALL,","p. 215-222","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02247.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"Reviews","","p. 223-225","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02248.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"GENETIC RESEARCH IN THE LEPIDOPTERA: BEING THE GALTON LECTURE OF LONDON UNIVERSITY, DELIVERED AUGUST 1939, TO THE SEVENTH INTERNATIONAL CONGRESS OF GENETICS","E. B. FORD M.A., B.Sc.,","p. 227-252","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02249.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE MEASUREMENT AND SOME DETERMINANTS OF THE DURATION OF SECONDARY SCHOOL LIFE","FRANK SANDON,","p. 253-268","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02250.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE ANALYSIS OF COVARIANCE IN QUASI-FACTORIAL DESIGNS","E. A. CORNISH,","p. 269-279","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02251.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"AN ISOLATED CASE OF BLUE SCLEROTICS AND BRITTLE BONES","W. J. B. RIDDELL,","p. 280-281","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02252.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"SOME FERTILITY RATES BY AGE OF MOTHER AND ORDER OF BIRTH","KITTY K. CONRAD M.B., B.S. (Lond.), D.P.H. (Lond.),","p. 282-289","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02253.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE FIRST FOUR MOMENTS OF A GENERAL MATCHING PROBLEM","JOSEPH A. GREENWOOD,","p. 290-292","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02254.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"STUDIES ON A CHILD POPULATION: V. THE RESEMBLANCE IN INTELLIGENCE BETWEEN SIBS","J. A. FRASER ROBERTS,","p. 293-312","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02255.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"Reviews","","p. 313-315","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02256.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE RECOVERY OF INTER-BLOCK INFORMATION IN BALANCED INCOMPLETE BLOCK DESIGNS","F. YATES,","p. 317-325","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02257.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"A PEDIGREE OF HEREDITARY STATIONARY SEX-LINKED NIGHT BLINDNESS","W. J. B. RIDDELL,","p. 326-331","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02258.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE ANALYSIS OF A TSETSE-FLY POPULATION","C. H. N. JACKSON D.Sc.,","p. 332-369","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02259.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"A DETERMINATION OF THE CONSANGUINITY RATE IN THE GENERAL HOSPITAL POPULATION OF ENGLAND AND WALES","","p. 370-391","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02260.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE DERIVATION OF MULTIVARIATE SAMPLING FORMULAE FROM UNIVARIATE FORMULAE BY SYMBOLIC OPERATION","M. G. KENDALL,","p. 392-402","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02261.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE INHERITANCE OF HARE LIP AND CLEFT PALATE IN MAN","K. MATHER,, U. PHILIP,","p. 403-416","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02262.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE CONFLICT BETWEEN SELECTION AND MUTATION OF HARMFUL RECESSIVE GENES","J. B. S. HALDANE,","p. 417-421","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02263.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"THE PRECISION OF DISCRIMINANT FUNCTIONS","R. A. FISHER,","p. 422-429","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02264.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"Reviews","","p. 430-432","January 1940","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1940.tb02265.x","https://onlinelibrary.wiley.com/toc/20501439/1940/10/1"
"DATA FOR TESTING FOR GENETIC LINKAGE ON 500 PAIRS OF SIBS","WILLIAM C. BOYD,, LYLE G. BOYD,","p. 1-9","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02266.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE DETECTION OF LINKAGE II. FURTHER MATING TYPES; SCORING OF BOYD'S DATA","D. J. FINNEY,","p. 10-30","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02267.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE THEORETICAL CONSEQUENCES OF POLYPLOID INHERITANCE FOR THE MID STYLE FORM OF LYTHRUM SALICARIA","R. A. FISHER,","p. 31-38","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02268.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"ON THE PROBLEM OF RANK AND THE LIMITING DISTRIBUTION OF FISHER'S TEST FUNCTION","P. L. HSU,","p. 39-41","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02269.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"CANONICAL REDUCTION OF THE GENERAL REGRESSION PROBLEM","P. L. HSU,","p. 42-46","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02270.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE DISTRIBUTION OF THE LARGEST OF A SET OF ESTIMATED VARIANCES AS A FRACTION OF THEIR TOTAL","W. G. COCHRAN,","p. 47-52","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02271.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"AVERAGE EXCESS AND AVERAGE EFFECT OF A GENE SUBSTITUTION","R. A. FISHER,","p. 53-63","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02272.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"DISCRIMINANT ANALYSIS OF TOCHER'S EYE COLOUR DATA FOR SCOTTISH SCHOOL CHILDREN","KHINT MAUNG,","p. 64-76","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02273.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"NOTE ON THE NUMERICAL CALCULATION OF THE ORTHOGONAL POLYNOMIALS","J. J. HOOGLAND,","p. 77-79","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02274.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"STATISTICAL ANALYSIS OF BLACK COLOUR IN WESSEX SADDLEBACK BREED","T. M. OLBRYCHT,","p. 80-88","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02275.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"AN INVESTIGATION OF THE PHYSICAL AND MENTAL CHARACTERISTICS OF A PAIR OF LIKE TWINS REARED APART FROM INFANCY","NORA YATES,, HERBERT BRASH,","p. 89-101","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02276.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"UNCOMPLICATED HEREDITARY MEGALOCORNEA","W. J. B. RIDDELL,","p. 102-107","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02277.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"SOME APPLICATIONS OF THE METHOD OF MINIMUM χi2","HAROLD JEFFREYS F.R.S.,","p. 108-114","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02278.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE DETECTION OF LINKAGE III. INCOMPLETE PARENTAL TESTING","D. J. FINNEY,","p. 115-135","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02279.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE JOINT DISTRIBUTION OF VARIANCE RATIOS BASED ON A COMMON ERROR MEAN SQUARE","D. J. FINNEY,","p. 136-140","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02280.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE ASYMPTOTIC APPROACH TO BEHRENS'S INTEGRAL, WITH FURTHER TABLES FOR THE d TEST OF SIGNIFICANCE","R. A. FISHER F.R.S.,","p. 141-172","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02281.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE CLASSIFICATION OF HAIR AND EYE COLOUR UPON DEVELOPMENTAL AND GENETIC BASES","M. A. MacCONAILL,","p. 173-178","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02282.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE FITTING OF BINOMIAL DISTRIBUTIONS","J. B. S. HALDANE F.R.S.,","p. 179-181","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02283.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE NEGATIVE BINOMIAL DISTRIBUTION","R. A. FISHER F.R.S.,","p. 182-187","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02284.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"MEASUREMENT OF ASSOCIATION IN A CONTINGENCY TABLE WITH SPECIAL REFERENCE TO THE PIGMENTATION OF HAIR AND EYE COLOURS OF SCOTTISH SCHOOL CHILDREN","K. MAUNG,","p. 189-223","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02285.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE DETECTION OF LINKAGE V. SUPPLEMENTARY TABLES","D. J. FINNEY,","p. 224-232","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02286.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE DETECTION OF LINKAGE VI. THE LOSS OF INFORMATION FROM INCOMPLETENESS OF PARENTAL RECORDS","D. J. FINNEY,","p. 233-244","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02287.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"STUDIES IN THE CLASSIFICATION OF EYE COLOUR","W. J. B. RIDDELL,","p. 245-259","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02288.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"BLOOD-GROUP FREQUENCIES IN NORTH WALES","J. A. FRASER ROBERTS,","p. 260-271","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02289.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"ON THE AGE OF ONSET AND AGE AT DEATH IN HEREDITARY MUSCULAR DYSTROPHY WITH SOME OBSERVATIONS BEARING ON THE QUESTION OF ANTEDATING","JULIA BELL,","p. 272-289","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02290.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"NEW CYCLIC SOLUTIONS TO PROBLEMS IN INCOMPLETE BLOCKS","R. A. FISHER,","p. 290-299","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02291.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"ON SEMINVARIANT STATISTICS","M. G. KENDALL,","p. 300-305","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02292.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE LIKELIHOOD SOLUTION OF A PROBLEM IN COMPOUNDED PROBABILITIES","R. A. FISHER,","p. 306-307","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02293.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"A Significance Test for Time Series. By W. Allen Wallis and Geoffrey H. Moore","D. J. FINNEY,","p. 308","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02294.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"CHARLES HOWARD USHER, 1865–1942","W. J. B. Riddell,","p. 309-313","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02295.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE WAR AND THE PROBLEM OF AGEING","V. KORENCHEVSKY M.D.,","p. 314-332","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02296.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"SELECTION AGAINST HETEROZYGOSIS IN MAN","J. B. S. HALDANE F.R.S.,","p. 333-340","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02297.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE THEORY OF CONFOUNDING IN FACTORIAL EXPERIMENTS IN RELATION TO THE THEORY OF GROUPS","R. A. FISHER,","p. 341-353","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02298.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"CORRELATED RESPONSE TO THE SELECTION OF POLYGENIC CHARACTERS","L. G. WIGAN,, K. MATHER,","p. 354-364","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02299.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"ON THE INHERITANCE AND LINKAGE RELATIONS OF ACHOLURIC JAUNDICE","R. R. RACE,","p. 365-384","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02300.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"A SECOND SERIES OF FAMILIES EXAMINED IN ENGLAND FOR THE A1A2BO AND MN BLOOD GROUP FACTORS","R. R. RACE,, ELIZABETH W. IKIN,, G. L. TAYLOR,, AILEEN M. PRIOR,","p. 385-394","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02301.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"SOME COMBINATORIAL THEOREMS AND ENUMERATIONS CONNECTED WITH THE NUMBERS OF DIAGONAL TYPES OF A LATIN SQUARE","R. A. FISHER,","p. 395-401","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02302.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"COMPLETELY ORTHOGONAL 9times9 SQUARES. A CORRECTION","R. A. FISHER,","p. 402-403","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02303.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"The Reliability of Mental Tests. By George A. Ferguson","D. J. FINNEY,","p. 404","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02304.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"Educational Psychology. By A. I. Gates, A. T. Jersild, T. R. McConnell and R. C. Challman","R. ST H. TYSSER,","p. 404-405","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02305.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"Aims and Objects of Eugenic Researches in Bengal. By S. S. Sarkar","","p. 405","January 1941","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1941.tb02306.x","https://onlinelibrary.wiley.com/toc/20501439/1941/11/1"
"THE INHERITANCE OF STYLE LENGTH IN LYTHRUM SALICARIA","R. A. FISHER,, K. MATHER,","p. 1-23","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02307.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"STUDIES IN THE CLASSIFICATION OF EYE COLOUR. II","W. J. B. RIDDELL,","p. 24-30","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02308.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE DETECTION OF LINKAGE: VII. COMBINATION OF DATA FROM MATINGS OF KNOWN AND UNKNOWN PHASE","D. J. FINNEY,","p. 31-43","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02309.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE PLACE OF THE AUSTRALIAN ABORIGINAL IN THE EVOLUTION OF SOCIETY","A. T. H. JOLLY M.B., B.S.Melb.,, F. G. G. ROSE M.A. Cantab.,","p. 44-87","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02310.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"Tracts for Computers. Edited by E. S. Pearson, D.Sc. No. V. Table of the Coefficients of Everett's Central-Difference Interpolation Formula. By A. J. Thompson. Cambridge University Press. 1943. Price 5s.","R. O. Cashen,","p. 88","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02311.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"AN ANALYSIS OF THE BLOOD-GROUP COMPOSITION OF A POPULATION IN NORTHERN IRELAND","E. W. HART,","p. 89-101","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02312.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"THE EXPERIMENTAL MODIFICATION OF DOMINANCE IN DANFORTH'S SHORT-TAILED MUTANT MICE","R. A. FISHER,, S. B. HOLT,","p. 102-120","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02313.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
"A DEMOGRAPHIC STUDY OF A PSYCHOPATHIC POPULATION","ELIOT SLATER,","p. 121-137","January 1943","https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1809.1943.tb02314.x","https://onlinelibrary.wiley.com/toc/20501439/1943/12/1"
